episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss
3,21.402,10.44,0,2.0,0.3333,26,12480,70,150.0,0.0,150.0,1.0,0.8974,0.0769,1,0,1,0.0385,0.0,0.0385,0,0.5,0.5,0.7692,13,20,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.875,8,7,0.546,0.1,0.0385,0.8077,0.0,0.3077,0.0,0.0,0.875,0.0,0.0,0.0,1.1738,0.0,inner_patrol,obstacle,1.0,0.0
4,-10.0,-6.56,0,0.0,0.0,7,3360,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.1429,0.0,0.1429,0,0.4286,0.5714,0.7143,3,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3333,3,1,0.5191,0.1,0.0,0.8571,0.0,0.4286,0.0,0.0,0.3333,0.0,0.0,0.0,1.079,0.0,outer_patrol_a,road_edge,0.9997,0.0
5,22.14,10.8,0,3.0,0.5,32,15360,70,150.0,0.0,150.0,1.0,1.0938,0.0938,1,0,1,0.0312,0.0,0.0312,0,0.4062,0.5938,0.75,13,24,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,16,8,0.5625,0.1,0.1562,0.875,0.0312,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.1992,0.0,return_outer,obstacle,0.9993,0.0
6,-9.225,-4.5,0,0.0,0.0,6,2880,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.1667,0.0,0.1667,0,0.8333,0.1667,0.8333,5,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1,1,0.5082,0.1,0.0,0.5,0.0,0.1667,0.0,0.0,1.0,0.0,0.0,0.0,0.4506,0.0,outer_patrol_a,road_edge,0.999,0.0
7,21.279,10.38,0,2.0,0.3333,19,9120,70,150.0,0.0,150.0,1.0,1.2281,0.1053,1,0,1,0.0526,0.0,0.0526,0,0.3684,0.6316,0.4211,7,8,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8,5,4,0.5647,0.1,0.1053,0.6316,0.0526,0.2632,0.0,0.0,0.8,0.0,0.0,0.0,0.8393,0.0,inner_patrol,obstacle,0.9987,0.0
8,0.451,0.22,0,1.0,0.1667,19,9120,70,150.0,0.0,150.0,1.0,0.614,0.0526,0,1,1,0.0,0.0526,0.0526,0,0.3684,0.6316,0.7368,7,14,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3333,3,1,0.5261,0.1,0.0526,0.5789,0.0526,0.1579,0.0,0.0,0.3333,0.0,0.0,0.0,1.2382,0.0,enter_inner,red_light,0.9983,0.0
9,-10.0,-7.82,0,0.0,0.0,7,3360,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.1429,0.0,0.1429,0,0.4286,0.5714,0.8571,3,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3333,3,1,0.5223,0.1,0.0,0.7143,0.0,0.4286,0.0,0.0,0.3333,0.0,0.0,0.0,1.0042,0.0,outer_patrol_a,road_edge,0.998,0.0
10,-10.0,-8.8,0,0.0,0.0,5,2400,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.2,0.0,0.2,0,0.2,0.8,0.6,1,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,0.4988,0.1,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0549,0.0,outer_patrol_a,road_edge,0.9977,0.0
11,23.001,11.22,0,3.0,0.5,30,14400,70,150.0,0.0,150.0,1.0,1.1667,0.1,0,1,1,0.0,0.0333,0.0333,0,0.3667,0.6333,0.7,11,21,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6,5,3,0.5539,0.1,0.0667,0.7667,0.0333,0.1667,0.0,0.0,0.6,0.0,0.0,0.0,1.3153,0.0,return_outer,red_light,0.9973,0.0
12,22.6115,11.03,0,2.0,0.3333,21,10080,70,150.0,0.0,150.0,1.0,1.1111,0.0952,1,0,1,0.0476,0.0,0.0476,0,0.619,0.381,0.7619,13,16,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7778,9,7,0.5413,0.1,0.1429,0.9048,0.0,0.4286,0.0,0.0,0.7778,0.0,0.0,0.0,1.2447,0.0,inner_patrol,obstacle,0.997,0.0
